order_id,order_date,customer_email,amount,currency,channel,order_date_clean,amount_clean,currency_clean,customer_email_clean
O0116389,2025-01-23 23:00:00,user116388@mail.com,-7.55,USD,mobile,2025-01-23 23:00:00,-7.55,USD,user116388@mail.com
O0104043,2025-01-30 05:00:00,user104042@mail.com,-7.55,€,web,2025-01-30 05:00:00,-7.55,EUR,user104042@mail.com
O0123866,2025-01-20 11:00:00,user123865@mail.com,-7.57,USD,store,2025-01-20 11:00:00,-7.57,USD,user123865@mail.com
O0127305,2025-01-15 18:00:00,user127304@mail.com,-7.58,€,mobile,2025-01-15 18:00:00,-7.58,EUR,user127304@mail.com
O0167945,2025-01-22 12:00:00,user167944@mail.com,-7.62,€,store,2025-01-22 12:00:00,-7.62,EUR,user167944@mail.com
O0029910,2025-01-02 07:00:00,user29909@mail.com,-7.64,USD,mobile,2025-01-02 07:00:00,-7.64,USD,user29909@mail.com
O0135653,2025-01-07 16:00:00,user135652@mail.com,-7.65,€,store,2025-01-07 16:00:00,-7.65,EUR,user135652@mail.com
O0150571,2025-01-27 09:00:00,user150570@mail.com,-7.66,EUR,mobile,2025-01-27 09:00:00,-7.66,EUR,user150570@mail.com
O0117857,2025-01-09 02:00:00,user117856@mail.com,-7.7,USD,mobile,2025-01-09 02:00:00,-7.7,USD,user117856@mail.com
O0118895,2025-01-17 22:00:00,user118894@mail.com,-7.73,EUR,mobile,2025-01-17 22:00:00,-7.73,EUR,user118894@mail.com
O0041007,2025-01-15 17:00:00,user41006@mail.com,-7.74,EUR,store,2025-01-15 17:00:00,-7.74,EUR,user41006@mail.com
O0084258,2025-01-26 23:00:00,user84257@mail.com,-7.75,EUR,store,2025-01-26 23:00:00,-7.75,EUR,user84257@mail.com
O0132677,2025-01-07 16:00:00,user132676@mail.com,-7.75,EUR,store,2025-01-07 16:00:00,-7.75,EUR,user132676@mail.com
O0005088,2025-01-12 13:00:00,user5087@mail.com,-7.75,EUR,store,2025-01-12 13:00:00,-7.75,EUR,user5087@mail.com
O0148922,2025-01-08 15:00:00,user148921@mail.com,-7.76,€,store,2025-01-08 15:00:00,-7.76,EUR,user148921@mail.com
O0140713,2025-01-22 11:00:00,user140712@mail.com,-7.77,€,store,2025-01-22 11:00:00,-7.77,EUR,user140712@mail.com
O0084988,2025-01-23 17:00:00,user84987@mail.com,-7.8,USD,mobile,2025-01-23 17:00:00,-7.8,USD,user84987@mail.com
O0165768,2025-01-24 12:00:00,user165767@mail.com,-7.81,EUR,web,2025-01-24 12:00:00,-7.81,EUR,user165767@mail.com
O0040735,2025-01-12 02:00:00,user40734@mail.com,-7.81,EUR,web,2025-01-12 02:00:00,-7.81,EUR,user40734@mail.com
O0048722,2025-01-19 01:00:00,user48721@mail.com,-7.85,USD,store,2025-01-19 01:00:00,-7.85,USD,user48721@mail.com
O0180468,2025-01-06 23:00:00,user180467@mail.com,-7.86,USD,web,2025-01-06 23:00:00,-7.86,USD,user180467@mail.com
O0091247,2025-01-29 21:00:00,user91246@mail.com,-7.86,€,web,2025-01-29 21:00:00,-7.86,EUR,user91246@mail.com
O0059784,2025-01-22 14:00:00,user59783@mail.com,-7.87,USD,web,2025-01-22 14:00:00,-7.87,USD,user59783@mail.com
O0170129,2025-01-18 00:00:00,user170128@mail.com,-7.89,USD,store,2025-01-18 00:00:00,-7.89,USD,user170128@mail.com
O0041932,2025-01-29 15:00:00,user41931@mail.com,-7.89,EUR,mobile,2025-01-29 15:00:00,-7.89,EUR,user41931@mail.com
O0096237,2025-01-08 07:00:00,user96236@mail.com,-7.92,USD,store,2025-01-08 07:00:00,-7.92,USD,user96236@mail.com
O0056010,2025-01-09 06:00:00,user56009@mail.com,-7.94,USD,mobile,2025-01-09 06:00:00,-7.94,USD,user56009@mail.com
O0131699,2025-01-12 10:00:00,user131698@mail.com,-7.95,USD,web,2025-01-12 10:00:00,-7.95,USD,user131698@mail.com
O0027049,2025-01-14 10:00:00,user27048@mail.com,-7.97,USD,store,2025-01-14 10:00:00,-7.97,USD,user27048@mail.com
O0142347,2025-01-29 03:00:00,user142346@mail.com,-7.97,€,mobile,2025-01-29 03:00:00,-7.97,EUR,user142346@mail.com
O0071159,2025-01-01 01:00:00,user71158@mail.com,-7.99,USD,store,2025-01-01 01:00:00,-7.99,USD,user71158@mail.com
O0058678,2025-01-03 01:00:00,user58677@mail.com,-8.02,USD,web,2025-01-03 01:00:00,-8.02,USD,user58677@mail.com
O0029682,2025-01-27 17:00:00,user29681@mail.com,-8.03,€,store,2025-01-27 17:00:00,-8.03,EUR,user29681@mail.com
O0143234,2025-01-21 05:00:00,user143233@mail.com,-8.03,USD,store,2025-01-21 05:00:00,-8.03,USD,user143233@mail.com
O0022332,2025-01-23 07:00:00,user22331@mail.com,-8.07,USD,mobile,2025-01-23 07:00:00,-8.07,USD,user22331@mail.com
O0134483,2025-01-09 02:00:00,user134482@mail.com,-8.09,EUR,store,2025-01-09 02:00:00,-8.09,EUR,user134482@mail.com
O0188378,2025-01-10 22:00:00,user188377@mail.com,-8.11,€,web,2025-01-10 22:00:00,-8.11,EUR,user188377@mail.com
O0145823,2025-01-23 00:00:00,user145822@mail.com,-8.12,EUR,web,2025-01-23 00:00:00,-8.12,EUR,user145822@mail.com
O0039980,2025-01-13 21:00:00,user39979@mail.com,-8.14,USD,web,2025-01-13 21:00:00,-8.14,USD,user39979@mail.com
O0138445,2025-01-19 17:00:00,user138444@mail.com,-8.15,EUR,web,2025-01-19 17:00:00,-8.15,EUR,user138444@mail.com
O0168095,2025-01-16 19:00:00,user168094@mail.com,-8.15,EUR,store,2025-01-16 19:00:00,-8.15,EUR,user168094@mail.com
O0003433,2025-01-07 08:00:00,user3432@mail.com,-8.15,EUR,mobile,2025-01-07 08:00:00,-8.15,EUR,user3432@mail.com
O0003341,2025-01-16 10:00:00,user3340@mail.com,-8.17,USD,store,2025-01-16 10:00:00,-8.17,USD,user3340@mail.com
O0123578,2025-01-03 02:00:00,user123577@mail.com,-8.2,USD,store,2025-01-03 02:00:00,-8.2,USD,user123577@mail.com
O0018556,2025-01-13 17:00:00,user18555@mail.com,-8.21,EUR,store,2025-01-13 17:00:00,-8.21,EUR,user18555@mail.com
O0163350,2025-01-14 18:00:00,user163349@mail.com,-8.21,€,web,2025-01-14 18:00:00,-8.21,EUR,user163349@mail.com
O0018004,2025-01-21 10:00:00,user18003@mail.com,-8.22,EUR,store,2025-01-21 10:00:00,-8.22,EUR,user18003@mail.com
O0078638,2025-01-15 06:00:00,user78637@mail.com,-8.22,EUR,mobile,2025-01-15 06:00:00,-8.22,EUR,user78637@mail.com
O0014552,2025-01-14 22:00:00,user14551@mail.com,-8.3,USD,mobile,2025-01-14 22:00:00,-8.3,USD,user14551@mail.com
O0113197,2025-01-29 17:00:00,user113196@mail.com,-8.3,USD,web,2025-01-29 17:00:00,-8.3,USD,user113196@mail.com
O0131051,2025-01-28 01:00:00,user131050@mail.com,-8.36,€,store,2025-01-28 01:00:00,-8.36,EUR,user131050@mail.com
O0125670,2025-01-13 22:00:00,user125669@mail.com,-8.37,€,store,2025-01-13 22:00:00,-8.37,EUR,user125669@mail.com
O0061559,2025-01-02 20:00:00,user61558@mail.com,-8.38,EUR,store,2025-01-02 20:00:00,-8.38,EUR,user61558@mail.com
O0148041,2025-01-30 07:00:00,user148040@mail.com,-8.39,€,store,2025-01-30 07:00:00,-8.39,EUR,user148040@mail.com
O0099744,2025-01-29 02:00:00,user99743@mail.com,-8.42,EUR,mobile,2025-01-29 02:00:00,-8.42,EUR,user99743@mail.com
O0125071,2025-01-02 21:00:00,user125070@mail.com,-8.42,EUR,mobile,2025-01-02 21:00:00,-8.42,EUR,user125070@mail.com
O0145333,2025-01-17 21:00:00,user145332@mail.com,-8.43,EUR,store,2025-01-17 21:00:00,-8.43,EUR,user145332@mail.com
O0114501,2025-01-12 12:00:00,user114500@mail.com,-8.43,USD,mobile,2025-01-12 12:00:00,-8.43,USD,user114500@mail.com
O0150920,2025-01-02 06:00:00,user150919@mail.com,-8.44,€,store,2025-01-02 06:00:00,-8.44,EUR,user150919@mail.com
O0196508,2025-01-03 03:00:00,user196507@mail.com,-8.44,€,mobile,2025-01-03 03:00:00,-8.44,EUR,user196507@mail.com
O0079720,2025-01-22 06:00:00,user79719@mail.com,-8.47,€,store,2025-01-22 06:00:00,-8.47,EUR,user79719@mail.com
O0178685,2025-01-30 21:00:00,user178684@mail.com,-8.57,EUR,mobile,2025-01-30 21:00:00,-8.57,EUR,user178684@mail.com
O0064724,2025-01-14 22:00:00,user64723@mail.com,-8.58,€,web,2025-01-14 22:00:00,-8.58,EUR,user64723@mail.com
O0124758,2025-01-29 16:00:00,user124757@mail.com,-8.6,USD,web,2025-01-29 16:00:00,-8.6,USD,user124757@mail.com
O0179631,2025-01-22 16:00:00,user179630@mail.com,-8.61,USD,store,2025-01-22 16:00:00,-8.61,USD,user179630@mail.com
O0120006,2025-01-06 08:00:00,user120005@mail.com,-8.62,EUR,web,2025-01-06 08:00:00,-8.62,EUR,user120005@mail.com
O0105812,2025-01-20 12:00:00,user105811@mail.com,-8.62,USD,store,2025-01-20 12:00:00,-8.62,USD,user105811@mail.com
O0135631,2025-01-01 01:00:00,user135630@mail.com,-8.65,EUR,store,2025-01-01 01:00:00,-8.65,EUR,user135630@mail.com
O0036449,2025-01-27 15:00:00,user36448@mail.com,-8.67,USD,mobile,2025-01-27 15:00:00,-8.67,USD,user36448@mail.com
O0073085,2025-01-19 23:00:00,user73084@mail.com,-8.69,EUR,web,2025-01-19 23:00:00,-8.69,EUR,user73084@mail.com
O0074837,2025-01-24 02:00:00,user74836@mail.com,-8.69,€,web,2025-01-24 02:00:00,-8.69,EUR,user74836@mail.com
O0072418,2025-01-06 19:00:00,user72417@mail.com,-8.73,EUR,web,2025-01-06 19:00:00,-8.73,EUR,user72417@mail.com
O0178398,2025-01-18 12:00:00,user178397@mail.com,-8.74,USD,store,2025-01-18 12:00:00,-8.74,USD,user178397@mail.com
O0050886,2025-01-12 18:00:00,user50885@mail.com,-8.75,EUR,store,2025-01-12 18:00:00,-8.75,EUR,user50885@mail.com
O0199412,2025-01-06 17:00:00,user199411@mail.com,-8.75,€,store,2025-01-06 17:00:00,-8.75,EUR,user199411@mail.com
O0135122,2025-01-21 23:00:00,user135121@mail.com,-8.75,€,web,2025-01-21 23:00:00,-8.75,EUR,user135121@mail.com
O0008640,2025-01-05 10:00:00,user8639@mail.com,-8.75,EUR,store,2025-01-05 10:00:00,-8.75,EUR,user8639@mail.com
O0088814,2025-01-12 15:00:00,user88813@mail.com,-8.77,€,mobile,2025-01-12 15:00:00,-8.77,EUR,user88813@mail.com
O0021648,2025-01-06 02:00:00,user21647@mail.com,-8.78,EUR,store,2025-01-06 02:00:00,-8.78,EUR,user21647@mail.com
O0154786,2025-01-13 00:00:00,user154785@mail.com,-8.79,€,mobile,2025-01-13 00:00:00,-8.79,EUR,user154785@mail.com
O0019543,2025-01-13 05:00:00,user19542@mail.com,-8.8,USD,web,2025-01-13 05:00:00,-8.8,USD,user19542@mail.com
O0199766,2025-01-27 01:00:00,user199765@mail.com,-8.83,€,store,2025-01-27 01:00:00,-8.83,EUR,user199765@mail.com
O0094762,2025-01-23 23:00:00,user94761@mail.com,-8.83,EUR,mobile,2025-01-23 23:00:00,-8.83,EUR,user94761@mail.com
O0103826,2025-01-19 08:00:00,user103825@mail.com,-8.84,USD,store,2025-01-19 08:00:00,-8.84,USD,user103825@mail.com
O0122728,2025-01-10 20:00:00,user122727@mail.com,-8.88,USD,store,2025-01-10 20:00:00,-8.88,USD,user122727@mail.com
O0114810,2025-01-06 08:00:00,user114809@mail.com,-8.91,USD,web,2025-01-06 08:00:00,-8.91,USD,user114809@mail.com
O0168837,2025-01-13 07:00:00,user168836@mail.com,-8.92,€,mobile,2025-01-13 07:00:00,-8.92,EUR,user168836@mail.com
O0024970,2025-01-16 00:00:00,user24969@mail.com,-8.96,USD,mobile,2025-01-16 00:00:00,-8.96,USD,user24969@mail.com
O0042883,2025-01-03 09:00:00,user42882@mail.com,-8.97,€,mobile,2025-01-03 09:00:00,-8.97,EUR,user42882@mail.com
O0063282,2025-01-13 19:00:00,user63281@mail.com,-8.97,EUR,web,2025-01-13 19:00:00,-8.97,EUR,user63281@mail.com
O0163961,2025-01-14 17:00:00,user163960@mail.com,-9.04,USD,store,2025-01-14 17:00:00,-9.04,USD,user163960@mail.com
O0009205,2025-01-01 03:00:00,user9204@mail.com,-9.08,EUR,mobile,2025-01-01 03:00:00,-9.08,EUR,user9204@mail.com
O0152612,2025-01-13 23:00:00,user152611@mail.com,-9.08,€,web,2025-01-13 23:00:00,-9.08,EUR,user152611@mail.com
O0014656,2025-01-03 17:00:00,user14655@mail.com,-9.08,USD,web,2025-01-03 17:00:00,-9.08,USD,user14655@mail.com
O0161450,2025-01-05 05:00:00,user161449@mail.com,-9.12,USD,web,2025-01-05 05:00:00,-9.12,USD,user161449@mail.com
O0023145,2025-01-18 18:00:00,user23144@mail.com,-9.13,€,web,2025-01-18 18:00:00,-9.13,EUR,user23144@mail.com
O0087054,2025-01-21 05:00:00,user87053@mail.com,-9.13,USD,mobile,2025-01-21 05:00:00,-9.13,USD,user87053@mail.com
O0096973,2025-01-09 00:00:00,user96972@mail.com,-9.16,€,store,2025-01-09 00:00:00,-9.16,EUR,user96972@mail.com
O0197032,2025-01-01 14:00:00,user197031@mail.com,-9.17,EUR,mobile,2025-01-01 14:00:00,-9.17,EUR,user197031@mail.com
O0038985,2025-01-26 21:00:00,user38984@mail.com,-9.19,€,store,2025-01-26 21:00:00,-9.19,EUR,user38984@mail.com
O0192071,2025-01-14 05:00:00,user192070@mail.com,-9.19,USD,web,2025-01-14 05:00:00,-9.19,USD,user192070@mail.com
O0117923,2025-01-25 04:00:00,user117922@mail.com,-9.21,EUR,mobile,2025-01-25 04:00:00,-9.21,EUR,user117922@mail.com
O0048878,2025-01-23 03:00:00,user48877@mail.com,-9.22,€,store,2025-01-23 03:00:00,-9.22,EUR,user48877@mail.com
O0128283,2025-01-05 14:00:00,user128282@mail.com,-9.25,€,web,2025-01-05 14:00:00,-9.25,EUR,user128282@mail.com
O0160363,2025-01-18 00:00:00,user160362@mail.com,-9.26,EUR,mobile,2025-01-18 00:00:00,-9.26,EUR,user160362@mail.com
O0199498,2025-01-14 21:00:00,user199497@mail.com,-9.26,USD,store,2025-01-14 21:00:00,-9.26,USD,user199497@mail.com
O0073858,2025-01-13 08:00:00,user73857@mail.com,-9.28,EUR,store,2025-01-13 08:00:00,-9.28,EUR,user73857@mail.com
O0057360,2025-01-04 11:00:00,user57359@mail.com,-9.29,USD,web,2025-01-04 11:00:00,-9.29,USD,user57359@mail.com
O0062826,2025-01-04 12:00:00,user62825@mail.com,-9.3,EUR,mobile,2025-01-04 12:00:00,-9.3,EUR,user62825@mail.com
O0008645,2025-01-24 18:00:00,user8644@mail.com,-9.3,USD,mobile,2025-01-24 18:00:00,-9.3,USD,user8644@mail.com
O0025727,2025-01-09 17:00:00,user25726@mail.com,-9.34,EUR,web,2025-01-09 17:00:00,-9.34,EUR,user25726@mail.com
O0119133,2025-01-25 18:00:00,user119132@mail.com,-9.39,€,web,2025-01-25 18:00:00,-9.39,EUR,user119132@mail.com
O0013460,2025-01-15 12:00:00,user13459@mail.com,-9.4,€,store,2025-01-15 12:00:00,-9.4,EUR,user13459@mail.com
O0058130,2025-01-10 23:00:00,user58129@mail.com,-9.41,USD,store,2025-01-10 23:00:00,-9.41,USD,user58129@mail.com
O0142729,2025-01-14 03:00:00,user142728@mail.com,-9.41,EUR,store,2025-01-14 03:00:00,-9.41,EUR,user142728@mail.com
O0080721,2025-01-09 14:00:00,user80720@mail.com,-9.47,USD,web,2025-01-09 14:00:00,-9.47,USD,user80720@mail.com
O0122123,2025-01-03 08:00:00,user122122@mail.com,-9.47,USD,mobile,2025-01-03 08:00:00,-9.47,USD,user122122@mail.com
O0127529,2025-01-03 14:00:00,user127528@mail.com,-9.49,€,mobile,2025-01-03 14:00:00,-9.49,EUR,user127528@mail.com
O0098652,2025-01-27 00:00:00,user98651@mail.com,-9.5,EUR,store,2025-01-27 00:00:00,-9.5,EUR,user98651@mail.com
O0084635,2025-01-21 06:00:00,user84634@mail.com,-9.51,EUR,mobile,2025-01-21 06:00:00,-9.51,EUR,user84634@mail.com
O0105021,2025-01-13 21:00:00,user105020@mail.com,-9.54,EUR,web,2025-01-13 21:00:00,-9.54,EUR,user105020@mail.com
O0176471,2025-01-13 01:00:00,user176470@mail.com,-9.55,EUR,store,2025-01-13 01:00:00,-9.55,EUR,user176470@mail.com
O0056881,2025-01-30 08:00:00,user56880@mail.com,-9.55,USD,web,2025-01-30 08:00:00,-9.55,USD,user56880@mail.com
O0037427,2025-01-03 03:00:00,user37426@mail.com,-9.56,EUR,web,2025-01-03 03:00:00,-9.56,EUR,user37426@mail.com
O0159999,2025-01-15 21:00:00,user159998@mail.com,-9.56,EUR,store,2025-01-15 21:00:00,-9.56,EUR,user159998@mail.com
O0170854,2025-01-19 21:00:00,user170853@mail.com,-9.56,€,mobile,2025-01-19 21:00:00,-9.56,EUR,user170853@mail.com
O0118953,2025-01-04 19:00:00,user118952@mail.com,-9.57,€,web,2025-01-04 19:00:00,-9.57,EUR,user118952@mail.com
O0188052,2025-01-24 10:00:00,user188051@mail.com,-9.58,EUR,web,2025-01-24 10:00:00,-9.58,EUR,user188051@mail.com
O0068685,2025-01-14 13:00:00,user68684@mail.com,-9.59,€,mobile,2025-01-14 13:00:00,-9.59,EUR,user68684@mail.com
O0135862,2025-01-22 13:00:00,user135861@mail.com,-9.6,USD,web,2025-01-22 13:00:00,-9.6,USD,user135861@mail.com
O0167765,2025-01-22 18:00:00,user167764@mail.com,-9.62,€,web,2025-01-22 18:00:00,-9.62,EUR,user167764@mail.com
O0173445,2025-01-16 05:00:00,user173444@mail.com,-9.62,EUR,store,2025-01-16 05:00:00,-9.62,EUR,user173444@mail.com
O0061999,2025-01-04 13:00:00,user61998@mail.com,-9.62,EUR,mobile,2025-01-04 13:00:00,-9.62,EUR,user61998@mail.com
O0029071,2025-01-16 01:00:00,user29070@mail.com,-9.63,€,web,2025-01-16 01:00:00,-9.63,EUR,user29070@mail.com
O0175623,2025-01-23 05:00:00,user175622@mail.com,-9.65,EUR,mobile,2025-01-23 05:00:00,-9.65,EUR,user175622@mail.com
O0142593,2025-01-27 14:00:00,user142592@mail.com,-9.67,€,web,2025-01-27 14:00:00,-9.67,EUR,user142592@mail.com
O0002658,2025-01-27 22:00:00,user2657@mail.com,-9.67,EUR,web,2025-01-27 22:00:00,-9.67,EUR,user2657@mail.com
O0095867,2025-01-03 23:00:00,user95866@mail.com,-9.72,USD,web,2025-01-03 23:00:00,-9.72,USD,user95866@mail.com
O0124177,2025-01-27 00:00:00,user124176@mail.com,-9.74,USD,web,2025-01-27 00:00:00,-9.74,USD,user124176@mail.com
O0076021,2025-01-27 22:00:00,user76020@mail.com,-9.75,EUR,mobile,2025-01-27 22:00:00,-9.75,EUR,user76020@mail.com
O0063611,2025-01-13 12:00:00,user63610@mail.com,-9.77,EUR,web,2025-01-13 12:00:00,-9.77,EUR,user63610@mail.com
O0119269,2025-01-21 14:00:00,user119268@mail.com,-9.78,USD,mobile,2025-01-21 14:00:00,-9.78,USD,user119268@mail.com
O0122219,2025-01-17 01:00:00,user122218@mail.com,-9.81,EUR,store,2025-01-17 01:00:00,-9.81,EUR,user122218@mail.com
O0001035,2025-01-30 00:00:00,user1034@mail.com,-9.81,USD,web,2025-01-30 00:00:00,-9.81,USD,user1034@mail.com
O0058752,2025-01-29 17:00:00,user58751@mail.com,-9.82,EUR,store,2025-01-29 17:00:00,-9.82,EUR,user58751@mail.com
O0150700,2025-01-28 11:00:00,user150699@mail.com,-9.84,€,store,2025-01-28 11:00:00,-9.84,EUR,user150699@mail.com
O0040221,2025-01-06 08:00:00,user40220@mail.com,-9.87,€,store,2025-01-06 08:00:00,-9.87,EUR,user40220@mail.com
O0086028,2025-01-04 03:00:00,user86027@mail.com,-9.88,USD,web,2025-01-04 03:00:00,-9.88,USD,user86027@mail.com
O0002561,2025-01-15 05:00:00,user2560@mail.com,-9.92,USD,web,2025-01-15 05:00:00,-9.92,USD,user2560@mail.com
O0015309,2025-01-17 18:00:00,user15308@mail.com,-9.92,USD,store,2025-01-17 18:00:00,-9.92,USD,user15308@mail.com
O0199219,2025-01-29 08:00:00,user199218@mail.com,-9.94,€,mobile,2025-01-29 08:00:00,-9.94,EUR,user199218@mail.com
O0123232,2025-01-12 17:00:00,user123231@mail.com,-9.95,€,store,2025-01-12 17:00:00,-9.95,EUR,user123231@mail.com
O0154982,2025-01-14 17:00:00,user154981@mail.com,-9.96,€,store,2025-01-14 17:00:00,-9.96,EUR,user154981@mail.com
O0094722,2025-01-11 17:00:00,user94721@mail.com,-9.96,USD,store,2025-01-11 17:00:00,-9.96,USD,user94721@mail.com
O0097793,2025-01-16 21:00:00,user97792@mail.com,-9.97,EUR,store,2025-01-16 21:00:00,-9.97,EUR,user97792@mail.com
O0141196,2025-01-22 01:00:00,user141195@mail.com,-10.0,EUR,store,2025-01-22 01:00:00,-10.0,EUR,user141195@mail.com
O0166860,2025-01-17 17:00:00,user166859@mail.com,-10.0,USD,web,2025-01-17 17:00:00,-10.0,USD,user166859@mail.com
O0121705,2025-01-06 09:00:00,user121704@mail.com,-10.01,USD,mobile,2025-01-06 09:00:00,-10.01,USD,user121704@mail.com
O0000498,2025-01-27 00:00:00,user497@mail.com,-10.02,USD,web,2025-01-27 00:00:00,-10.02,USD,user497@mail.com
O0004060,2025-01-30 21:00:00,user4059@mail.com,-10.02,EUR,web,2025-01-30 21:00:00,-10.02,EUR,user4059@mail.com
O0033003,2025-01-17 05:00:00,user33002@mail.com,-10.05,EUR,store,2025-01-17 05:00:00,-10.05,EUR,user33002@mail.com
O0072854,2025-01-06 00:00:00,user72853@mail.com,-10.05,EUR,mobile,2025-01-06 00:00:00,-10.05,EUR,user72853@mail.com
O0053754,2025-01-04 08:00:00,user53753@mail.com,-10.06,EUR,web,2025-01-04 08:00:00,-10.06,EUR,user53753@mail.com
O0015025,2025-01-13 16:00:00,user15024@mail.com,-10.07,€,web,2025-01-13 16:00:00,-10.07,EUR,user15024@mail.com
O0154237,2025-01-08 10:00:00,user154236@mail.com,-10.07,€,store,2025-01-08 10:00:00,-10.07,EUR,user154236@mail.com
O0114656,2025-01-12 11:00:00,user114655@mail.com,-10.11,EUR,store,2025-01-12 11:00:00,-10.11,EUR,user114655@mail.com
O0122510,2025-01-14 15:00:00,user122509@mail.com,-10.11,USD,web,2025-01-14 15:00:00,-10.11,USD,user122509@mail.com
O0155634,2025-01-08 22:00:00,user155633@mail.com,-10.12,€,store,2025-01-08 22:00:00,-10.12,EUR,user155633@mail.com
O0136176,2025-01-20 03:00:00,user136175@mail.com,-10.14,EUR,web,2025-01-20 03:00:00,-10.14,EUR,user136175@mail.com
O0091615,2025-01-16 13:00:00,user91614@mail.com,-10.15,EUR,web,2025-01-16 13:00:00,-10.15,EUR,user91614@mail.com
O0082884,2025-01-19 01:00:00,user82883@mail.com,-10.15,USD,store,2025-01-19 01:00:00,-10.15,USD,user82883@mail.com
O0018524,2025-01-27 19:00:00,user18523@mail.com,-10.16,EUR,mobile,2025-01-27 19:00:00,-10.16,EUR,user18523@mail.com
O0039097,2025-01-20 15:00:00,user39096@mail.com,-10.18,EUR,web,2025-01-20 15:00:00,-10.18,EUR,user39096@mail.com
O0178508,2025-01-01 13:00:00,user178507@mail.com,-10.19,EUR,store,2025-01-01 13:00:00,-10.19,EUR,user178507@mail.com
O0094114,2025-01-10 18:00:00,user94113@mail.com,-10.2,€,store,2025-01-10 18:00:00,-10.2,EUR,user94113@mail.com
O0099476,2025-01-10 08:00:00,user99475@mail.com,-10.21,EUR,mobile,2025-01-10 08:00:00,-10.21,EUR,user99475@mail.com
O0047738,2025-01-24 11:00:00,user47737@mail.com,-10.21,USD,mobile,2025-01-24 11:00:00,-10.21,USD,user47737@mail.com
O0027329,2025-01-03 01:00:00,user27328@mail.com,-10.22,€,web,2025-01-03 01:00:00,-10.22,EUR,user27328@mail.com
O0094218,2025-01-02 14:00:00,user94217@mail.com,-10.25,€,mobile,2025-01-02 14:00:00,-10.25,EUR,user94217@mail.com
O0100270,2025-01-08 14:00:00,user100269@mail.com,-10.26,USD,store,2025-01-08 14:00:00,-10.26,USD,user100269@mail.com
O0033930,2025-01-08 22:00:00,user33929@mail.com,-10.29,EUR,store,2025-01-08 22:00:00,-10.29,EUR,user33929@mail.com
O0179474,2025-01-25 05:00:00,user179473@mail.com,-10.3,EUR,web,2025-01-25 05:00:00,-10.3,EUR,user179473@mail.com
O0023908,2025-01-09 15:00:00,user23907@mail.com,-10.31,EUR,web,2025-01-09 15:00:00,-10.31,EUR,user23907@mail.com
O0085988,2025-01-11 02:00:00,user85987@mail.com,-10.32,USD,mobile,2025-01-11 02:00:00,-10.32,USD,user85987@mail.com
O0050515,2025-01-15 02:00:00,user50514@mail.com,-10.33,€,mobile,2025-01-15 02:00:00,-10.33,EUR,user50514@mail.com
O0179576,2025-01-04 11:00:00,user179575@mail.com,-10.33,EUR,mobile,2025-01-04 11:00:00,-10.33,EUR,user179575@mail.com
O0041743,2025-01-21 11:00:00,user41742@mail.com,-10.34,EUR,mobile,2025-01-21 11:00:00,-10.34,EUR,user41742@mail.com
O0052743,2025-01-15 09:00:00,user52742@mail.com,-10.34,EUR,mobile,2025-01-15 09:00:00,-10.34,EUR,user52742@mail.com
O0134998,2025-01-06 12:00:00,user134997@mail.com,-10.35,USD,store,2025-01-06 12:00:00,-10.35,USD,user134997@mail.com
O0034002,2025-01-13 07:00:00,user34001@mail.com,-10.41,EUR,mobile,2025-01-13 07:00:00,-10.41,EUR,user34001@mail.com
O0180477,2025-01-23 09:00:00,user180476@mail.com,-10.41,USD,mobile,2025-01-23 09:00:00,-10.41,USD,user180476@mail.com
O0021426,2025-01-28 00:00:00,user21425@mail.com,-10.42,€,web,2025-01-28 00:00:00,-10.42,EUR,user21425@mail.com
O0061292,2025-01-21 18:00:00,user61291@mail.com,-10.45,€,mobile,2025-01-21 18:00:00,-10.45,EUR,user61291@mail.com
O0011295,2025-01-15 20:00:00,user11294@mail.com,-10.49,€,mobile,2025-01-15 20:00:00,-10.49,EUR,user11294@mail.com
O0090909,2025-01-16 15:00:00,user90908@mail.com,-10.5,€,web,2025-01-16 15:00:00,-10.5,EUR,user90908@mail.com
O0136554,2025-01-16 11:00:00,user136553@mail.com,-10.5,EUR,web,2025-01-16 11:00:00,-10.5,EUR,user136553@mail.com
O0063533,2025-01-24 13:00:00,user63532@mail.com,-10.51,€,mobile,2025-01-24 13:00:00,-10.51,EUR,user63532@mail.com
O0156263,2025-01-08 05:00:00,user156262@mail.com,-10.51,€,web,2025-01-08 05:00:00,-10.51,EUR,user156262@mail.com
O0122013,2025-01-04 16:00:00,user122012@mail.com,-10.52,€,store,2025-01-04 16:00:00,-10.52,EUR,user122012@mail.com
O0035408,2025-01-20 09:00:00,user35407@mail.com,-10.53,EUR,web,2025-01-20 09:00:00,-10.53,EUR,user35407@mail.com
O0172886,2025-01-01 01:00:00,user172885@mail.com,-10.53,€,store,2025-01-01 01:00:00,-10.53,EUR,user172885@mail.com
O0125574,2025-01-09 04:00:00,user125573@mail.com,-10.59,€,store,2025-01-09 04:00:00,-10.59,EUR,user125573@mail.com
O0068118,2025-01-09 02:00:00,user68117@mail.com,-10.63,EUR,mobile,2025-01-09 02:00:00,-10.63,EUR,user68117@mail.com
O0103724,2025-01-15 18:00:00,user103723@mail.com,-10.64,€,mobile,2025-01-15 18:00:00,-10.64,EUR,user103723@mail.com
